n_per_reg, 10384, eta, 1.5, 1.75,  pT, 7.0, 10.0,	    q*d0_bins, -0.01454, -0.00287, -0.00176, -0.00106, -0.00049, 1e-05, 0.00052, 0.00107, 0.00178, 0.0029, 0.01499
n_per_reg, 12758, eta, 1.5, 1.75,  pT, 10.0, 14.0,	    q*d0_bins, -0.01495, -0.00252, -0.00156, -0.00095, -0.00046, -2e-05, 0.00042, 0.00091, 0.00151, 0.00248, 0.0142
n_per_reg, 25932, eta, 1.5, 1.75,  pT, 14.0, 20.0,	    q*d0_bins, -0.01496, -0.00225, -0.00141, -0.00086, -0.00042, -2e-05, 0.00038, 0.00081, 0.00135, 0.00217, 0.01405
n_per_reg, 44664, eta, 1.5, 1.75,  pT, 20.0, 27.0,	    q*d0_bins, -0.01464, -0.00204, -0.00129, -0.0008, -0.00039, -2e-05, 0.00035, 0.00075, 0.00123, 0.00197, 0.01434
n_per_reg, 108739, eta, 1.5, 1.75,  pT, 27.0, 38.0,	    q*d0_bins, -0.01469, -0.00188, -0.00119, -0.00074, -0.00037, -2e-05, 0.00032, 0.0007, 0.00115, 0.00182, 0.01425
n_per_reg, 162883, eta, 1.5, 1.75,  pT, 38.0, 50.0,	    q*d0_bins, -0.01492, -0.00173, -0.0011, -0.00067, -0.00032, 0.0, 0.00033, 0.00069, 0.00111, 0.00174, 0.01466
n_per_reg, 65450, eta, 1.5, 1.75,  pT, 50.0, 75.0,	    q*d0_bins, -0.01369, -0.00161, -0.00103, -0.00062, -0.00029, 3e-05, 0.00034, 0.00068, 0.00108, 0.00168, 0.01487
n_per_reg, 12383, eta, 1.5, 1.75,  pT, 75.0, 100.0,	q*d0_bins, -0.01034, -0.00153, -0.00098, -0.00059, -0.00027, 3e-05, 0.00032, 0.00064, 0.00103, 0.00158, 0.0102
n_per_reg, 5301, eta, 1.5, 1.75,  pT, 100.0, 150.0,	q*d0_bins, -0.00773, -0.00149, -0.00095, -0.00057, -0.00026, 2e-05, 0.00031, 0.00062, 0.001, 0.00154, 0.01132
n_per_reg, 1006, eta, 1.5, 1.75,  pT, 150.0, 200.0,	q*d0_bins, -0.00531, -0.00144, -0.00091, -0.00053, -0.00022, 6e-05, 0.00033, 0.00063, 0.00099, 0.0015, 0.00578
n_per_reg, 497, eta, 1.5, 1.75,  pT, 200.0, 1000,	q*d0_bins, -0.00416, -0.00138, -0.00087, -0.00052, -0.00022, 4e-05, 0.00034, 0.00063, 0.001, 0.00151, 0.00616
n_per_reg, 9929, eta, 1.75, 2.0,  pT, 5.0, 7.0,	    q*d0_bins, -0.01497, -0.00358, -0.00216, -0.00128, -0.00059, 5e-05, 0.00066, 0.00135, 0.00224, 0.00367, 0.01496
n_per_reg, 10692, eta, 1.75, 2.0,  pT, 7.0, 10.0,	    q*d0_bins, -0.01494, -0.00307, -0.00186, -0.0011, -0.00052, 2e-05, 0.00056, 0.00115, 0.0019, 0.00315, 0.01496
n_per_reg, 13576, eta, 1.75, 2.0,  pT, 10.0, 14.0,	    q*d0_bins, -0.01477, -0.00266, -0.00162, -0.00097, -0.00046, 1e-05, 0.00048, 0.001, 0.00164, 0.00269, 0.01471
n_per_reg, 26111, eta, 1.75, 2.0,  pT, 14.0, 20.0,	    q*d0_bins, -0.01449, -0.00235, -0.00145, -0.00088, -0.00042, -1e-05, 0.00041, 0.00087, 0.00143, 0.00232, 0.01415
n_per_reg, 43378, eta, 1.75, 2.0,  pT, 20.0, 27.0,	    q*d0_bins, -0.01311, -0.00212, -0.00132, -0.00081, -0.0004, -1e-05, 0.00037, 0.00079, 0.0013, 0.00209, 0.01415
n_per_reg, 100749, eta, 1.75, 2.0,  pT, 27.0, 38.0,	    q*d0_bins, -0.01496, -0.00195, -0.00123, -0.00076, -0.00037, -2e-05, 0.00034, 0.00072, 0.00119, 0.0019, 0.01419
n_per_reg, 140848, eta, 1.75, 2.0,  pT, 38.0, 50.0,	    q*d0_bins, -0.01431, -0.00179, -0.00114, -0.00069, -0.00033, 1e-05, 0.00034, 0.0007, 0.00114, 0.0018, 0.01484
n_per_reg, 57241, eta, 1.75, 2.0,  pT, 50.0, 75.0,	    q*d0_bins, -0.01408, -0.00166, -0.00104, -0.00063, -0.00028, 4e-05, 0.00035, 0.0007, 0.00113, 0.00175, 0.01224
n_per_reg, 10575, eta, 1.75, 2.0,  pT, 75.0, 100.0,	q*d0_bins, -0.00747, -0.00156, -0.001, -0.0006, -0.00028, 3e-05, 0.00034, 0.00067, 0.00107, 0.00165, 0.00898
n_per_reg, 4428, eta, 1.75, 2.0,  pT, 100.0, 150.0,	q*d0_bins, -0.00624, -0.0015, -0.00095, -0.00057, -0.00024, 5e-05, 0.00035, 0.00067, 0.00106, 0.00161, 0.0073
